0	0
1	1
2	0
3	0
4	1
5	1
6	0
7	1
8	1
9	0
10	0
11	1
12	0
13	1
14	1
15	1
16	1
17	0
18	0
19	1
20	1
21	0
22	1
23	1
24	1
25	0
26	0
27	0
28	0
29	0
30	1
31	1
32	1
33	1
34	0
35	1
36	0
37	1
38	1
39	1
40	1
41	0
42	1
43	1
44	0
45	0
46	0
47	1
48	0
49	1
50	0
51	1
52	1
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	1
62	0
63	1
64	1
65	0
66	1
67	0
68	1
69	1
70	1
71	1
72	0
73	1
74	0
75	1
76	0
77	1
78	1
79	0
80	0
81	1
82	1
83	0
84	0
85	1
86	1
87	0
88	1
89	1
90	1
91	0
92	0
93	0
94	1
95	0
96	1
97	0
98	1
99	1
100	1
101	0
102	1
103	1
104	1
105	1
106	0
107	0
108	1
109	1
110	1
111	1
112	0
113	1
114	1
115	0
116	0
117	1
118	1
119	0
120	0
121	1
122	0
123	1
124	0
125	1
126	1
127	1
128	0
129	0
130	0
131	0
132	1
133	0
134	1
135	0
136	1
137	0
138	0
139	1
140	1
141	1
142	1
143	0
144	1
145	1
146	1
147	0
148	1
149	1
150	1
151	0
152	0
153	1
154	1
155	0
156	0
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	0
165	1
166	1
167	1
168	0
169	1
170	1
171	0
172	0
173	0
174	1
175	1
176	1
177	0
178	1
179	1
180	1
181	1
182	0
183	0
184	1
185	1
186	0
187	1
188	0
189	0
190	0
191	0
192	1
193	0
194	1
195	1
196	0
197	1
198	0
199	1
200	0
201	0
202	1
203	0
204	0
205	0
206	0
207	1
208	1
209	1
210	1
211	1
212	1
213	0
214	1
215	0
216	0
217	0
218	1
219	0
220	1
221	0
222	0
223	0
224	0
225	1
226	0
227	1
228	0
229	1
230	1
231	0
232	0
233	0
234	1
235	0
236	0
237	1
238	1
239	0
240	0
241	0
242	1
243	1
244	0
245	0
246	0
247	1
248	0
249	0
250	0
251	0
252	1
253	0
254	0
255	0
256	1
257	0
258	1
259	1
260	1
261	0
262	0
263	1
264	1
265	1
266	1
267	1
268	1
269	0
270	0
271	1
272	1
273	0
274	1
275	1
276	0
277	0
278	1
279	0
280	0
281	0
282	1
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	1
291	0
292	0
293	0
294	1
295	0
296	1
297	1
298	0
299	1
300	0
301	0
302	1
303	0
304	0
305	1
306	0
307	1
308	0
309	0
310	1
311	1
312	0
313	1
314	0
315	1
316	1
317	0
318	1
319	0
320	1
321	0
322	0
323	0
324	1
325	0
326	0
327	1
328	1
329	0
330	0
331	1
332	0
333	1
334	1
335	1
336	1
337	0
338	0
339	0
340	0
341	0
342	1
343	1
344	1
345	0
346	1
347	1
348	1
349	0
350	0
351	0
352	1
353	1
354	0
355	1
356	0
357	0
358	0
359	0
360	0
361	1
362	0
363	1
364	0
365	0
366	0
367	1
368	1
369	1
370	0
371	0
372	0
373	1
374	0
375	1
376	1
377	0
378	0
379	0
380	1
381	0
382	1
383	0
384	1
385	0
386	1
387	1
388	0
389	0
390	0
391	1
392	0
393	0
394	0
395	1
396	1
397	0
398	0
399	0
400	0
401	0
402	0
403	1
404	1
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	1
413	1
414	1
415	1
416	0
417	0
418	0
419	1
420	1
421	1
422	0
423	1
424	1
425	1
426	1
427	0
428	1
429	1
430	0
431	0
432	0
433	0
434	1
435	1
436	1
437	0
438	0
439	1
440	0
441	1
442	0
443	1
444	1
445	0
446	0
447	1
448	1
449	0
450	1
451	0
452	0
453	1
454	0
455	0
456	0
457	0
458	0
459	0
460	1
461	0
462	1
463	0
464	1
465	1
466	1
467	1
468	0
469	0
470	1
471	0
472	0
473	0
474	0
475	0
476	1
477	0
478	0
479	1
480	1
481	1
482	1
483	0
484	0
485	0
486	1
487	1
488	0
489	1
490	1
491	0
492	0
493	1
494	1
495	1
496	1
497	0
498	1
499	1
500	1
501	1
502	0
503	1
504	0
505	0
506	1
507	0
508	1
509	1
510	0
511	1
512	0
513	0
514	0
515	0
516	1
517	0
518	1
519	0
520	0
521	1
522	1
523	0
524	0
525	0
526	0
527	0
528	1
529	1
530	0
531	0
532	0
533	1
534	1
535	1
536	1
537	1
538	0
539	1
540	0
541	0
542	1
543	0
544	0
545	0
546	1
547	1
548	1
549	1
550	1
551	0
552	0
553	0
554	0
555	0
556	0
557	1
558	1
559	1
560	0
561	1
562	0
563	1
564	1
565	0
566	0
567	0
568	1
569	1
570	1
571	0
572	0
573	1
574	0
575	0
576	1
577	1
578	0
579	0
580	0
581	1
582	0
583	0
584	0
585	0
586	1
587	0
588	1
589	1
590	1
591	0
592	0
593	0
594	1
595	1
596	1
597	0
598	1
599	1
600	1
601	1
602	0
603	0
604	0
605	0
606	0
607	1
608	1
609	1
610	1
611	0
612	0
613	1
614	0
615	0
616	1
617	1
618	0
619	0
620	0
621	1
622	0
623	1
624	1
625	1
626	0
627	0
628	1
629	1
630	0
631	0
632	1
633	1
634	0
635	1
636	1
637	0
638	1
639	1
640	1
641	1
642	0
643	1
644	1
645	0
646	1
647	1
648	1
649	0
650	0
651	0
652	0
653	0
654	1
655	0
656	1
657	1
658	0
659	0
660	1
661	0
662	0
663	0
664	1
665	1
666	1
667	1
668	0
669	0
670	1
671	1
672	1
673	0
674	0
675	1
676	0
677	0
678	1
679	0
680	0
681	0
682	1
683	1
684	1
685	1
686	0
687	1
688	0
689	0
690	1
691	0
692	1
693	0
694	1
695	1
696	1
697	1
698	1
699	0
700	1
701	0
702	0
703	0
704	1
705	0
706	1
707	1
708	1
709	1
710	1
711	0
712	0
713	0
714	1
715	0
716	1
717	0
718	0
719	0
720	1
721	0
722	0
723	1
724	0
725	1
726	0
727	0
728	0
729	0
730	1
731	1
732	1
733	1
734	1
735	1
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	1
746	0
747	0
748	1
749	1
750	0
751	1
752	1
753	1
754	0
755	0
756	0
757	1
758	0
759	0
760	0
761	0
762	0
763	1
764	0
765	0
766	1
767	1
768	1
769	0
770	1
771	0
772	0
773	0
774	0
775	0
776	0
777	1
778	1
779	1
780	1
781	1
782	1
783	0
784	1
785	0
786	0
787	1
788	0
789	0
790	1
791	0
792	1
793	1
794	1
795	1
796	0
797	1
798	1
799	0
800	0
801	0
802	0
803	1
804	1
805	1
806	1
807	1
808	1
809	0
810	1
811	1
812	0
813	1
814	0
815	0
816	0
817	0
818	1
819	0
820	1
821	1
822	1
823	1
824	1
825	0
826	1
827	0
828	0
829	0
830	1
831	1
832	0
833	0
834	1
835	1
836	0
837	1
838	1
839	1
840	1
841	0
842	1
843	0
844	1
845	1
846	0
847	1
848	0
849	0
850	1
851	0
852	0
853	1
854	0
855	1
856	0
857	1
858	1
859	1
860	1
861	0
862	1
863	1
864	1
865	0
866	0
867	0
868	0
869	1
870	1
871	0
872	0
873	0
874	1
875	1
876	1
877	0
878	1
879	0
880	0
881	1
882	1
883	0
884	0
885	1
886	0
887	1
888	1
889	1
890	1
891	1
892	0
893	1
894	1
895	0
896	0
897	0
898	0
899	1
900	1
901	0
902	0
903	1
904	1
905	0
906	0
907	1
908	0
909	1
910	1
911	1
912	0
913	1
914	0
915	1
916	0
917	0
918	0
919	1
920	1
921	0
922	1
923	0
924	0
925	0
926	0
927	1
928	0
929	1
930	0
931	1
932	0
933	1
934	1
935	1
936	0
937	1
938	1
939	0
940	0
941	1
942	0
943	0
944	1
945	1
946	0
947	1
948	1
949	1
950	0
951	1
952	0
953	1
954	1
955	1
956	0
957	0
958	0
959	0
960	1
961	0
962	0
963	1
964	0
965	0
966	0
967	0
968	1
969	1
970	0
971	1
972	1
973	1
974	0
975	1
976	1
977	0
978	1
979	0
980	1
981	0
982	0
983	0
984	0
985	1
986	1
987	1
988	1
989	0
990	0
991	1
992	0
993	0
994	0
995	0
996	1
997	0
998	0
999	1
1000	1
1001	1
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	1
1010	1
1011	0
1012	0
1013	0
1014	0
1015	1
1016	0
1017	0
1018	1
1019	0
1020	1
1021	0
1022	1
1023	0
1024	1
1025	1
1026	0
1027	0
1028	1
1029	1
1030	1
1031	0
1032	0
1033	0
1034	0
1035	1
1036	0
1037	1
1038	0
1039	1
1040	1
1041	1
1042	0
1043	1
1044	0
1045	0
1046	0
1047	0
1048	1
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	1
1060	1
1061	0
